subject	gene	trim_length	empirical_prob	predicted_prob
HIP01795	TRBV20-1	2	0.0851900393184797	0.131762981522995
HIP12703	TRBV20-1	2	0.087956698240866	0.131762981522995
HIP13869	TRBV20-1	2	0.102766798418972	0.131762981522995
HIP14015	TRBV20-1	2	0.0864936793080506	0.131762981522995
HIP13209	TRBV20-1	2	0.0807147258163894	0.131762981522995
HIP13996	TRBV20-1	2	0.0940416367552046	0.131762981522995
HIP00924	TRBV20-1	2	0.0821917808219178	0.131762981522995
HIP09119	TRBV20-1	2	0.0854368932038835	0.131762981522995
HIP12143	TRBV20-1	2	0.0838095238095238	0.131762981522995
HIP14202	TRBV20-1	2	0.0961398397669337	0.131762981522995
HIP08890	TRBV20-1	2	0.0873276428102429	0.131762981522995
HIP09020	TRBV20-1	2	0.0854755784061697	0.131762981522995
HIP14178	TRBV20-1	2	0.092877094972067	0.131762981522995
HIP14226	TRBV20-1	2	0.0940594059405941	0.131762981522995
HIP04471	TRBV20-1	2	0.08286951144094	0.131762981522995
HIP09051	TRBV20-1	2	0.0882740447957839	0.131762981522995
HIP14140	TRBV20-1	2	0.0913428766189502	0.131762981522995
HIP14205	TRBV20-1	2	0.086062941554271	0.131762981522995
HIP08400	TRBV20-1	2	0.0725806451612903	0.131762981522995
HIP08725	TRBV20-1	2	0.0794585050029429	0.131762981522995
HIP09235	TRBV20-1	2	0.0795053003533569	0.131762981522995
HIP14051	TRBV20-1	2	0.0786255096097845	0.131762981522995
HIP01392	TRBV20-1	2	0.0856423173803526	0.131762981522995
HIP02780	TRBV20-1	2	0.0829268292682927	0.131762981522995
HIP08305	TRBV20-1	2	0.08023598820059	0.131762981522995
HIP13383	TRBV20-1	2	0.0759776536312849	0.131762981522995
HIP01850	TRBV20-1	2	0.086272040302267	0.131762981522995
HIP05817	TRBV20-1	2	0.0819377990430622	0.131762981522995
HIP08710	TRBV20-1	2	0.105873261205564	0.131762981522995
HIP13228	TRBV20-1	2	0.100439882697947	0.131762981522995
HIP13311	TRBV20-1	2	0.0865992414664981	0.131762981522995
HIP13949	TRBV20-1	2	0.0857858484658735	0.131762981522995
HIP14136	TRBV20-1	2	0.100661278471712	0.131762981522995
HIP00779	TRBV20-1	2	0.0840950639853748	0.131762981522995
HIP02873	TRBV20-1	2	0.0922459893048128	0.131762981522995
HIP03630	TRBV20-1	2	0.0817535545023697	0.131762981522995
HIP10445	TRBV20-1	2	0.0837378640776699	0.131762981522995
HIP10814	TRBV20-1	2	0.0784090909090909	0.131762981522995
HIP13352	TRBV20-1	2	0.0680809077454366	0.131762981522995
HIP14036	TRBV20-1	2	0.0870662460567823	0.131762981522995
HIP01797	TRBV20-1	2	0.088142041851617	0.131762981522995
HIP01870	TRBV20-1	2	0.0981638418079096	0.131762981522995
HIP14214	TRBV20-1	2	0.0888746803069054	0.131762981522995
HIP17887	TRBV20-1	2	0.0866043613707165	0.131762981522995
HIP01820	TRBV20-1	2	0.0721649484536082	0.131762981522995
HIP13983	TRBV20-1	2	0.0829383886255924	0.131762981522995
HIP10730	TRBV20-1	2	0.103372434017595	0.131762981522995
HIP14045	TRBV20-1	2	0.0876865671641791	0.131762981522995
HIP14160	TRBV20-1	2	0.100570613409415	0.131762981522995
HIP14211	TRBV20-1	2	0.0914396887159533	0.131762981522995
HIP00985	TRBV20-1	2	0.0689990281827017	0.131762981522995
HIP03381	TRBV20-1	2	0.0776380535811919	0.131762981522995
HIP13789	TRBV20-1	2	0.0760986066452304	0.131762981522995
HIP17723	TRBV20-1	2	0.0776380535811919	0.131762981522995
HIP01162	TRBV20-1	2	0.0866666666666667	0.131762981522995
HIP12099	TRBV20-1	2	0.0788313120176406	0.131762981522995
HIP01022	TRBV20-1	2	0.0809898762654668	0.131762981522995
HIP08345	TRBV20-1	2	0.0841121495327103	0.131762981522995
HIP13686	TRBV20-1	2	0.0890538033395176	0.131762981522995
HIP13773	TRBV20-1	2	0.0827110855829983	0.131762981522995
HIP08223	TRBV20-1	2	0.0806003335186215	0.131762981522995
HIP13168	TRBV20-1	2	0.0807799442896936	0.131762981522995
HIP13361	TRBV20-1	2	0.0890663390663391	0.131762981522995
HIP13794	TRBV20-1	2	0.0897832817337461	0.131762981522995
HIP16515	TRBV20-1	2	0.0838150289017341	0.131762981522995
HIP01129	TRBV20-1	2	0.0866983372921615	0.131762981522995
HIP01313	TRBV20-1	2	0.0856304985337243	0.131762981522995
HIP13771	TRBV20-1	2	0.0869047619047619	0.131762981522995
HIP14103	TRBV20-1	2	0.10124826629681	0.131762981522995
HIP14221	TRBV20-1	2	0.0895705521472393	0.131762981522995
HIP17837	TRBV20-1	2	0.0852803738317757	0.131762981522995
HIP01359	TRBV20-1	2	0.0869822485207101	0.131762981522995
HIP08816	TRBV20-1	2	0.0904615384615385	0.131762981522995
HIP14138	TRBV20-1	2	0.0758513931888545	0.131762981522995
HIP05533	TRBV20-1	2	0.0752797558494405	0.131762981522995
HIP13183	TRBV20-1	2	0.0800432666306111	0.131762981522995
HIP13780	TRBV20-1	2	0.0846197827329903	0.131762981522995
HIP14206	TRBV20-1	2	0.0797413793103448	0.131762981522995
HIP14148	TRBV20-1	2	0.0797217763509898	0.131762981522995
HIP14209	TRBV20-1	2	0.0855338691159587	0.131762981522995
HIP12900	TRBV20-1	2	0.0878220140515223	0.131762981522995
HIP13803	TRBV20-1	2	0.0851305334846765	0.131762981522995
HIP14187	TRBV20-1	2	0.078003120124805	0.131762981522995
HIP03511	TRBV20-1	2	0.0784008307372793	0.131762981522995
HIP03807	TRBV20-1	2	0.0940809968847352	0.131762981522995
HIP04611	TRBV20-1	2	0.0823786142935079	0.131762981522995
HIP08653	TRBV20-1	2	0.0766497461928934	0.131762981522995
HIP10821	TRBV20-1	2	0.088098016336056	0.131762981522995
HIP13554	TRBV20-1	2	0.0878928987194412	0.131762981522995
HIP05388	TRBV20-1	2	0.0764203117144294	0.131762981522995
HIP08339	TRBV20-1	2	0.0766902119071645	0.131762981522995
HIP10602	TRBV20-1	2	0.0947630922693267	0.131762981522995
HIP00934	TRBV20-1	2	0.0766149223835754	0.131762981522995
HIP01160	TRBV20-1	2	0.124694376528117	0.131762981522995
HIP01220	TRBV20-1	2	0.0846707249584948	0.131762981522995
HIP03111	TRBV20-1	2	0.0986460348162476	0.131762981522995
HIP06191	TRBV20-1	2	0.0904790065050266	0.131762981522995
HIP13511	TRBV20-1	2	0.0783009211873081	0.131762981522995
HIP13986	TRBV20-1	2	0.0835608956854178	0.131762981522995
HIP03125	TRBV20-1	2	0.09373097991479	0.131762981522995
HIP05941	TRBV20-1	2	0.0925480769230769	0.131762981522995
HIP08711	TRBV20-1	2	0.0794223826714802	0.131762981522995
HIP01596	TRBV20-1	2	0.089907192575406	0.131762981522995
HIP01798	TRBV20-1	2	0.0809128630705394	0.131762981522995
HIP09150	TRBV20-1	2	0.0896551724137931	0.131762981522995
HIP13245	TRBV20-1	2	0.0868596881959911	0.131762981522995
HIP13860	TRBV20-1	2	0.0743565300285987	0.131762981522995
HIP14089	TRBV20-1	2	0.102834541858932	0.131762981522995
HIP00904	TRBV20-1	2	0.075011944577162	0.131762981522995
HIP12980	TRBV20-1	2	0.0870288248337029	0.131762981522995
HIP14066	TRBV20-1	2	0.0794132524026303	0.131762981522995
HIP14161	TRBV20-1	2	0.079735906551549	0.131762981522995
HIP14181	TRBV20-1	2	0.0736397748592871	0.131762981522995
HIP13663	TRBV20-1	2	0.0763285024154589	0.131762981522995
HIP14213	TRBV20-1	2	0.0811921891058582	0.131762981522995
HIP01218	TRBV20-1	2	0.0952095808383234	0.131762981522995
HIP04464	TRBV20-1	2	0.0839493136219641	0.131762981522995
HIP05540	TRBV20-1	2	0.0797792272955344	0.131762981522995
HIP13880	TRBV20-1	2	0.0954381752701081	0.131762981522995
HIP14241	TRBV20-1	2	0.093364650616559	0.131762981522995
HIP03275	TRBV20-1	2	0.078239608801956	0.131762981522995
HIP10568	TRBV20-1	2	0.0814663951120163	0.131762981522995
HIP13720	TRBV20-1	2	0.0961538461538462	0.131762981522995
HIP08702	TRBV20-1	2	0.0957193816884661	0.131762981522995
HIP10507	TRBV20-1	2	0.0902972518227706	0.131762981522995
HIP00997	TRBV20-1	2	0.0643623361144219	0.131762981522995
HIP14043	TRBV20-1	2	0.0768136557610242	0.131762981522995
HIP14055	TRBV20-1	2	0.0986601705237515	0.131762981522995
HIP14064	TRBV20-1	2	0.0864461045891142	0.131762981522995
HIP13303	TRBV20-1	2	0.0980746089049338	0.131762981522995
HIP09344	TRBV20-1	2	0.0904079382579934	0.131762981522995
HIP01223	TRBV20-1	2	0.0848329048843188	0.131762981522995
HIP13978	TRBV20-1	2	0.0918708240534521	0.131762981522995
HIP14048	TRBV20-1	2	0.0795947901591896	0.131762981522995
HIP00602	TRBV20-1	2	0.0768874478925428	0.131762981522995
HIP02875	TRBV20-1	2	0.0858324715615305	0.131762981522995
HIP12123	TRBV20-1	2	0.0938914027149321	0.131762981522995
HIP13350	TRBV20-1	2	0.0830830830830831	0.131762981522995
HIP04597	TRBV20-1	2	0.0790719696969697	0.131762981522995
HIP08792	TRBV20-1	2	0.0831259333001493	0.131762981522995
HIP13709	TRBV20-1	2	0.0789598108747045	0.131762981522995
HIP14009	TRBV20-1	2	0.0959770114942529	0.131762981522995
HIP14240	TRBV20-1	2	0.0783302063789869	0.131762981522995
HIP01298	TRBV20-1	2	0.0729166666666667	0.131762981522995
HIP13489	TRBV20-1	2	0.0949689089881289	0.131762981522995
HIP01465	TRBV20-1	2	0.085612968591692	0.131762981522995
HIP03495	TRBV20-1	2	0.0895601483836778	0.131762981522995
HIP09284	TRBV20-1	2	0.083046683046683	0.131762981522995
HIP10389	TRBV20-1	2	0.0935769656699889	0.131762981522995
HIP11613	TRBV20-1	2	0.0783132530120482	0.131762981522995
HIP13122	TRBV20-1	2	0.0889473684210526	0.131762981522995
HIP00775	TRBV20-1	2	0.0841584158415842	0.131762981522995
HIP04480	TRBV20-1	2	0.0900900900900901	0.131762981522995
HIP10820	TRBV20-1	2	0.0924918389553863	0.131762981522995
HIP02090	TRBV20-1	2	0.0820143884892086	0.131762981522995
HIP03099	TRBV20-1	2	0.0921832884097035	0.131762981522995
HIP11857	TRBV20-1	2	0.0741865509761388	0.131762981522995
HIP13414	TRBV20-1	2	0.0899526564965808	0.131762981522995
HIP08399	TRBV20-1	2	0.0882503848127245	0.131762981522995
HIP10358	TRBV20-1	2	0.0880696364567332	0.131762981522995
HIP17577	TRBV20-1	2	0.0890834191555098	0.131762981522995
HIP08989	TRBV20-1	2	0.0748387096774194	0.131762981522995
HIP13671	TRBV20-1	2	0.0869130869130869	0.131762981522995
HIP14092	TRBV20-1	2	0.0875691997986915	0.131762981522995
HIP01470	TRBV20-1	2	0.0840134421507441	0.131762981522995
HIP02928	TRBV20-1	2	0.0694444444444445	0.131762981522995
HIP10823	TRBV20-1	2	0.0900669068450849	0.131762981522995
